"Study_ID","Plot_ID","Year","Crop_species","Lat","Long"
"DIVAG","10AB-M","2019","Winter wheat + ?","48.0096033293508","-1.38406377983605"
"DIVAG","11AB-M","2019","Meslin","48.0120684277744","-1.26789757410699"
"DIVAG","12AB-P","2019","Winter wheat","47.9348650288982","-1.42964324440912"
"DIVAG","13AB-P","2019","Winter wheat","47.9576959512533","-1.61008197768451"
"DIVAG","14AB-P","2019","Winter wheat","47.9462028480051","-1.60776281893257"
"DIVAG","15AB-M1","2019","Winter wheat + ?","47.8220407796874","-1.69997754892132"
"DIVAG","16AB-M","2019","Spelt, faba bean","47.8173663074014","-1.68995740006808"
"DIVAG","17AB-P","2019","Winter wheat","47.8776789650359","-1.89199612803235"
"DIVAG","18AB-P","2019","Winter wheat","47.9281623438799","-1.89982789532592"
"DIVAG","19AB-P","2019","Winter wheat","47.9318156267893","-1.90417794781195"
"DIVAG","1AB-P","2019","Winter wheat","48.1201744198867","-1.37542210168538"
"DIVAG","21AB-P","2019","Winter wheat","47.94864308826","-1.94929501749356"
"DIVAG","22AB-M","2019","Spelt, faba bean","47.9874967470294","-1.99227303304358"
"DIVAG","2AB-P","2019","Winter wheat","48.0705492109524","-1.50655882468734"
"DIVAG","3AB-P","2019","Winter wheat","48.0489730313654","-1.45511304421663"
"DIVAG","4AB-P","2019","Winter wheat","48.064890222845","-1.42190671359729"
"DIVAG","5AB-P","2019","Winter wheat","48.054655570997","-1.42710560660904"
"DIVAG","7AB-P","2019","Winter wheat","48.0676092753785","-1.35343907373327"
"DIVAG","8AB-P","2019","Winter wheat","48.0402275391901","-1.41841127496881"
"DIVAG","9AB-P","2019","Winter wheat","48.0301282610111","-1.43247823146322"
"DIVAG","6AB-P","2019","Winter wheat","48.0673633524393","-1.35790412239167"
"SEBIOPAG_ZAAr","R01","2018","Winter wheat","48.1144838453246","-1.37842417415488"
"SEBIOPAG_ZAAr","R02","2018","Maize ","48.067496454028","-1.36565551834091"
"SEBIOPAG_ZAAr","R03","2018","Winter barley","48.0735701442359","-1.41401908569159"
"SEBIOPAG_ZAAr","R04","2018","Temporary grassland","48.0516691121225","-1.45995627377799"
"SEBIOPAG_ZAAr","R05","2018","Winter wheat","48.0495223971681","-1.4522579104815"
"SEBIOPAG_ZAAr","R06","2018","Winter wheat","48.0359450553853","-1.44915939075437"
"SEBIOPAG_ZAAr","R07","2018","Oilseed rape","48.0234793895106","-1.40152013201035"
"SEBIOPAG_ZAAr","R08","2018","Maize ","47.9836531682743","-1.31182616501006"
"SEBIOPAG_ZAAr","R09","2018","Winter wheat","48.0162823172314","-1.25647241209005"
"SEBIOPAG_ZAAr","R10","2018","Maize ","47.9056641099025","-1.24774992584384"
"SEBIOPAG_ZAAr","R11","2018","Temporary grassland","47.9390032753288","-1.43070861531386"
"SEBIOPAG_ZAAr","R12","2018","Temporary grassland","47.9441402747755","-1.60983455493289"
"SEBIOPAG_ZAAr","R13","2018","Winter wheat","47.8135960142676","-1.64643442028346"
"SEBIOPAG_ZAAr","R14","2018","Millet","47.8218360640055","-1.70005251794002"
"SEBIOPAG_ZAAr","R15","2018","Winter wheat","47.8807526080506","-1.89518697037299"
"SEBIOPAG_ZAAr","R16","2018","Temporary grassland","47.8726541365798","-1.96885474350269"
"SEBIOPAG_ZAAr","R17","2018","Pea","47.9111750743263","-1.99102351243455"
"SEBIOPAG_ZAAr","R18","2018","Winter wheat","47.9255107339208","-1.89326005360879"
"SEBIOPAG_ZAAr","R19","2018","Spring barley","47.9516944168022","-1.93473598671475"
"SEBIOPAG_ZAAr","R20","2018","Winter wheat","47.9895181512603","-1.99495102271707"
"SEBIOPAG_ZAAr","R01","2021","Maize ","48.1144838453246","-1.37842417415488"
"SEBIOPAG_ZAAr","R02","2021","Winter wheat","48.067496454028","-1.36565551834091"
"SEBIOPAG_ZAAr","R03","2021","Winter barley","48.0735701442359","-1.41401908569159"
"SEBIOPAG_ZAAr","R04","2021","Quinoa","48.0516691121225","-1.45995627377799"
"SEBIOPAG_ZAAr","R05","2021","Maize ","48.0495223971681","-1.4522579104815"
"SEBIOPAG_ZAAr","R06","2021","Lucerne","48.0359450553853","-1.44915939075437"
"SEBIOPAG_ZAAr","R09","2021","Oilseed rape","48.0162823172314","-1.25647241209005"
"SEBIOPAG_ZAAr","R11","2021","Temporary grassland","47.9390032753288","-1.43070861531386"
"SEBIOPAG_ZAAr","R12","2021","Winter wheat","47.9441402747755","-1.60983455493289"
"SEBIOPAG_ZAAr","R13","2021","Maize ","47.8135960142676","-1.64643442028346"
"SEBIOPAG_ZAAr","R14","2021","Winter wheat, faba bean","47.8218360640055","-1.70005251794002"
"SEBIOPAG_ZAAr","R15","2021","Temporary grassland","47.8807526080506","-1.89518697037299"
"SEBIOPAG_ZAAr","R16","2021","Temporary grassland","47.8726541365798","-1.96885474350269"
"SEBIOPAG_ZAAr","R17","2021","Oilseed rape","47.9111750743263","-1.99102351243455"
"SEBIOPAG_ZAAr","R18","2021","Maize ","47.9255107339208","-1.89326005360879"
"SEBIOPAG_ZAAr","R19","2021","Winter wheat, oat, rye","47.9516944168022","-1.93473598671475"
"SEBIOPAG_ZAAr","R20","2021","Maize ","47.9895181512603","-1.99495102271707"
"SEBIOPAG_ZAAr","R01","2023","Maize ","48.1144838453246","-1.37842417415488"
"SEBIOPAG_ZAAr","R02","2023","Winter wheat","48.067496454028","-1.36565551834091"
"SEBIOPAG_ZAAr","R03","2023","Winter barley","48.0735701442359","-1.41401908569159"
"SEBIOPAG_ZAAr","R04","2023","Oilseed rape","48.0516691121225","-1.45995627377799"
"SEBIOPAG_ZAAr","R05","2023","Maize ","48.0495223971681","-1.4522579104815"
"SEBIOPAG_ZAAr","R06","2023","Lucerne","48.0359450553853","-1.44915939075437"
"SEBIOPAG_ZAAr","R09","2023","Winter barley","48.0162823172314","-1.25647241209005"
"SEBIOPAG_ZAAr","R11","2023","Winter wheat","47.9390032753288","-1.43070861531386"
"SEBIOPAG_ZAAr","R12","2023","Winter wheat","47.9441402747755","-1.60983455493289"
"SEBIOPAG_ZAAr","R13","2023","Maize ","47.8135960142676","-1.64643442028346"
"SEBIOPAG_ZAAr","R14","2023","Winter wheat, faba bean","47.8218360640055","-1.70005251794002"
"SEBIOPAG_ZAAr","R15","2023","Temporary grassland","47.8807526080506","-1.89518697037299"
"SEBIOPAG_ZAAr","R16","2023","Winter barley, pea","47.8726541365798","-1.96885474350269"
"SEBIOPAG_ZAAr","R17","2023","Winter barley","47.9111750743263","-1.99102351243455"
"SEBIOPAG_ZAAr","R18","2023","Maize ","47.9255107339208","-1.89326005360879"
"SEBIOPAG_ZAAr","R20","2023","Maize ","47.9895181512603","-1.99495102271707"
"SERIPAGE","TF_01_066c","2016","Winter wheat","48.6405813821694","-1.32993889828862"
"SERIPAGE","TF_03_051c","2016","Winter wheat","48.5688277158595","-1.13693444996317"
"SERIPAGE","TF_06_042c","2016","Winter wheat","48.6025657355125","-1.31281561084475"
"SERIPAGE","TF_07_025c","2016","Winter wheat","48.5920986819759","-1.27937423938513"
"SERIPAGE","TF_08_021c","2016","Winter wheat","48.5926332938486","-1.25720107944969"
"SERIPAGE","TF_08_029c","2016","Winter wheat","48.5884080120097","-1.25670799948231"
"SERIPAGE","TF_10_060c","2016","Winter wheat","48.5791858820955","-1.04745272222383"
"SERIPAGE","TF_12_033c","2016","Winter wheat","48.5863949943921","-0.91580896123134"
"SERIPAGE","TF_13_012c","2016","Winter wheat","48.5850557362605","-0.862577535388314"
"BISCO","32","2017","Winter wheat","48.5086535261852","-1.54556572095946"
"BISCO","59","2017","Winter wheat","48.5291252154388","-1.56318796898827"
"BISCO","68","2017","Winter wheat","48.528690450248","-1.54151200603628"
"BISCO","86","2017","Winter wheat","48.5564883108728","-1.61749998260436"
"BISCO","75","2017","Winter wheat","48.5342910825796","-1.60654399095772"
"BISCO","269","2017","Winter wheat","48.481404520641","-1.63766643610403"
"BISCO","157","2017","Winter wheat","48.483168616517","-1.64311258377713"
"BISCO","281","2017","Winter wheat","48.4880483676423","-1.51213343851832"
"BISCO","26","2017","Winter wheat","48.5127052554799","-1.51915429586554"
"BISCO","156","2017","Winter wheat","48.4762475891893","-1.63259231470457"
"BISCO","39a","2017","Winter wheat","48.5098272313185","-1.59306098133796"
"BISCO","20","2017","Winter wheat","48.5039030277174","-1.50841778981313"
"BISCO","149","2017","Winter wheat","48.4789212535312","-1.51123068819578"
"BISCO","19","2017","Winter wheat","48.5025699112098","-1.57099068618407"
"BISCO","71","2017","Winter wheat","48.4923938627582","-1.52069925976875"
"BISCO","101","2017","Winter wheat","48.5092585482089","-1.5705651793362"
"BISCO","30","2017","Winter wheat","48.5062355425959","-1.60192220035752"
"BISCO","39b","2017","Winter wheat","48.4933177963094","-1.56919464788232"
"BISCO","100","2017","Winter wheat","48.5029458677689","-1.58568874157341"
"BISCO","43","2017","Winter wheat","48.5165322725737","-1.5783853436354"
"BISCO","29","2017","Winter wheat","48.507084174223","-1.56507756452518"
"BISCO","200","2017","Winter wheat","48.4879555599766","-1.63133109152217"
"BISCO","169","2017","Winter wheat","48.4842400120002","-1.58920159105911"
"BISCO","27","2017","Winter wheat","48.4791634600052","-1.61481875752855"
"BISCO","176","2017","Winter wheat","48.4942851996502","-1.60040168144874"
"BISCO","138","2017","Winter wheat","48.4828972633784","-1.60579856116376"
"BISCO","180","2017","Winter wheat","48.490128619942","-1.58725615387382"
"OSCAR","11_2013_00001","2018","Disease resistant Grapevine","42.995380981209","2.2084382329565"
"OSCAR","11_2013_00002","2018","Disease resistant Grapevine","42.99830525052","2.2041294516126"
"OSCAR","11_2015_00001","2018","Disease resistant Grapevine","43.1552073711","3.1124787300623"
"OSCAR","13_2016_00001","2018","Disease resistant Grapevine","43.506137012925","4.7543923441331"
"OSCAR","13_2016_00002","2018","Disease resistant Grapevine","43.506066938998","4.7540090448849"
"OSCAR","24_2014_00001","2018","Disease resistant Grapevine","44.801452173185","0.29148482950018"
"OSCAR","24_2014_00002","2018","Disease resistant Grapevine","44.800641158072","0.29143212168195"
"OSCAR","30_2016_00001","2018","Disease resistant Grapevine","43.827955839944","4.4503326039658"
"OSCAR","30_2016_00002","2018","Disease resistant Grapevine","43.827843412167","4.4501443008207"
"OSCAR","32_2015_00001","2018","Disease resistant Grapevine","43.940072858921","0.44882055647134"
"OSCAR","32_2015_00002","2018","Disease resistant Grapevine","43.939908691147","0.44873129907907"
"OSCAR","33_2011_00002","2018","Disease resistant Grapevine","44.792312649782","-0.5767817114322"
"OSCAR","33_2014_00002","2018","Disease resistant Grapevine","44.752234673468","-0.20410688881191"
"OSCAR","33_2014_00003","2018","Disease resistant Grapevine","44.744791868194","-0.21366082333626"
"OSCAR","34_2013_00001","2018","Disease resistant Grapevine","43.387554875413","3.3147460004306"
"OSCAR","34_2013_00002","2018","Disease resistant Grapevine","43.386791310748","3.316253105613"
"OSCAR","34_2013_00003","2018","Disease resistant Grapevine","43.386955189752","3.3157061742173"
"OSCAR","34_2016_00001","2018","Disease resistant Grapevine","43.354296839209","3.156458211495"
"OSCAR","47_2017_00001","2018","Disease resistant Grapevine","44.682209580553","0.20262763607888"
"OSCAR","68_2014_00002","2018","Disease resistant Grapevine","48.071576640915","7.2783122372045"
"OSCAR","68_2014_00003","2018","Disease resistant Grapevine","48.071488438911","7.278174823286"
"OSCAR","11_2012_00001","2019","Disease resistant Grapevine","43.157189117391","3.1172782783681"
"OSCAR","34_2018_00001","2019","Disease resistant Grapevine","43.354688339435","2.7393068175145"
"OSCAR","34_2018_00005","2019","Disease resistant Grapevine","43.478161693967","3.2535292869188"
"OSCAR","11_2012_00002","2019","Disease resistant Grapevine","43.157169831551","3.1172729214725"
"OSCAR","34_2018_00006","2019","Disease resistant Grapevine","43.432336879477","3.2897535994612"
"OSCAR","34_2018_00007","2019","Disease resistant Grapevine","43.539461034629","3.7704082575417"
"OSCAR","34_2019_00004","2019","Disease resistant Grapevine","43.319671774243","3.0685707396016"
"OSCAR","34_2018_00003","2019","Disease resistant Grapevine","43.344201619849","2.7989978793921"
"OSCAR","34_2018_00008","2019","Disease resistant Grapevine","43.49486404658","3.2792506913669"
"OSCAR","34_2018_00002","2019","Disease resistant Grapevine","43.344493656362","2.7969808000896"
"OSCAR","34_2018_00004","2019","Disease resistant Grapevine","43.47952144167","3.2516907549419"
"OSCAR","11_2015_00002","2019","Disease resistant Grapevine","43.156464542163","3.1157193984767"
"OSCAR","26_2016_00002","2019","Disease resistant Grapevine","44.605330529685","4.8376837778706"
"OSCAR","33_2011_00002","2019","Disease resistant Grapevine","44.792312649782","-0.5767817114322"
"OSCAR","34_2016_00001","2019","Disease resistant Grapevine","43.354296839209","3.156458211495"
"OSCAR","47_2018_00002","2019","Disease resistant Grapevine","44.462994773299","0.068017610867855"
"OSCAR","11_2013_00001","2019","Disease resistant Grapevine","42.995380981209","2.2084382329565"
"OSCAR","11_2013_00002","2019","Disease resistant Grapevine","42.99830525052","2.2041294516126"
"OSCAR","33_2018_00005","2019","Disease resistant Grapevine","45.011464238203","-0.35166528248374"
"OSCAR","34_2013_00001","2019","Disease resistant Grapevine","43.387554875413","3.3147460004306"
"OSCAR","33_2014_00003","2019","Disease resistant Grapevine","44.744791868194","-0.21366082333626"
"OSCAR","13_2016_00001","2019","Disease resistant Grapevine","43.506137012925","4.7543923441331"
"OSCAR","24_2014_00002","2019","Disease resistant Grapevine","44.800641158072","0.29143212168195"
"OSCAR","33_2014_00002","2019","Disease resistant Grapevine","44.752234673468","-0.20410688881191"
"OSCAR","68_2014_00002","2019","Disease resistant Grapevine","48.071576640915","7.2783122372045"
"OSCAR","68_2014_00003","2019","Disease resistant Grapevine","48.071488438911","7.278174823286"
"OSCAR","11_2015_00001","2019","Disease resistant Grapevine","43.1552073711","3.1124787300623"
"OSCAR","26_2017_00002","2019","Disease resistant Grapevine","44.605103093369","4.8372673403233"
"OSCAR","33_2017_00002","2019","Disease resistant Grapevine","44.787082662761","-0.57796191660688"
"OSCAR","41_2019_00001","2019","Disease resistant Grapevine","47.340800246299","1.2909269433165"
"OSCAR","47_2017_00001","2019","Disease resistant Grapevine","44.682209580553","0.20262763607888"
"OSCAR","34_2013_00002","2019","Disease resistant Grapevine","43.386791310748","3.316253105613"
"OSCAR","07_2018_00004","2019","Disease resistant Grapevine","44.477030424614","4.3724141266673"
"OSCAR","11_2015_00005","2019","Disease resistant Grapevine","43.110865323465","2.104995197257"
"OSCAR","24_2014_00001","2019","Disease resistant Grapevine","44.801452173185","0.29148482950018"
"OSCAR","33_2018_00002","2019","Disease resistant Grapevine","44.534301162689","-0.16203922473485"
"OSCAR","13_2016_00002","2019","Disease resistant Grapevine","43.506066938998","4.7540090448849"
"OSCAR","11_2016_00001","2019","Disease resistant Grapevine","43.110906090776","2.1044127532178"
"OSCAR","33_2018_00003","2019","Disease resistant Grapevine","44.532896565608","-0.16321179267172"
"OSCAR","33_2018_00004","2019","Disease resistant Grapevine","45.116089356621","-0.44653118137732"
"OSCAR","33_2018_00006","2019","Disease resistant Grapevine","45.036462077589","-0.33728367596791"
"OSCAR","34_2013_00003","2019","Disease resistant Grapevine","43.386955189752","3.3157061742173"
"OSCAR","26_2017_00001","2019","Disease resistant Grapevine","44.605080464217","4.8374456657736"
"OSCAR","47_2018_00003","2019","Disease resistant Grapevine","44.681861586497","0.20244233408925"
"OSCAR","16_2018_00001","2020","Disease resistant Grapevine","45.611930528704","-0.15759711135263"
"OSCAR","16_2018_00002","2020","Disease resistant Grapevine","45.600716215811","-0.16991976317354"
"OSCAR","11_2012_00001","2020","Disease resistant Grapevine","43.157189117391","3.1172782783681"
"OSCAR","30_2018_00001","2020","Disease resistant Grapevine","43.894139896819","4.4656922356686"
"OSCAR","34_2018_00001","2020","Disease resistant Grapevine","43.354688339435","2.7393068175145"
"OSCAR","34_2018_00004","2020","Disease resistant Grapevine","43.47952144167","3.2516907549419"
"OSCAR","11_2012_00002","2020","Disease resistant Grapevine","43.157169831551","3.1172729214725"
"OSCAR","30_2018_00002","2020","Disease resistant Grapevine","43.989053558047","4.1304869696821"
"OSCAR","30_2018_00003","2020","Disease resistant Grapevine","43.738597451684","4.2511173606994"
"OSCAR","30_2018_00004","2020","Disease resistant Grapevine","43.92076663889","4.5210071353062"
"OSCAR","34_2018_00006","2020","Disease resistant Grapevine","43.432336879477","3.2897535994612"
"OSCAR","34_2018_00007","2020","Disease resistant Grapevine","43.539461034629","3.7704082575417"
"OSCAR","34_2019_00004","2020","Disease resistant Grapevine","43.319671774243","3.0685707396016"
"OSCAR","30_2018_00007","2020","Disease resistant Grapevine","44.010313386667","4.1060202338658"
"OSCAR","30_2018_00008","2020","Disease resistant Grapevine","43.904287865468","4.4990876991792"
"OSCAR","32_2018_00001","2020","Disease resistant Grapevine","43.820575257086","0.18112622582168"
"OSCAR","34_2018_00003","2020","Disease resistant Grapevine","43.344201619849","2.7989978793921"
"OSCAR","34_2018_00008","2020","Disease resistant Grapevine","43.49486404658","3.2792506913669"
"OSCAR","11_2015_00004","2020","Disease resistant Grapevine","43.154942770792","3.1131853232528"
"OSCAR","30_2018_00005","2020","Disease resistant Grapevine","43.925392501543","4.6418567115405"
"OSCAR","30_2018_00006","2020","Disease resistant Grapevine","43.764617934707","4.5803320077861"
"OSCAR","34_2018_00002","2020","Disease resistant Grapevine","43.344493656362","2.7969808000896"
"OSCAR","34_2018_00005","2020","Disease resistant Grapevine","43.478161693967","3.2535292869188"
"OSCAR","16_2018_00003","2020","Disease resistant Grapevine","45.805669595335","-0.052583330169"
"OSCAR","11_2015_00002","2020","Disease resistant Grapevine","43.156464542163","3.1157193984767"
"OSCAR","33_2011_00002","2020","Disease resistant Grapevine","44.792312649782","-0.5767817114322"
"OSCAR","34_2016_00001","2020","Disease resistant Grapevine","43.354296839209","3.156458211495"
"OSCAR","33_2018_00005","2020","Disease resistant Grapevine","45.011464238203","-0.35166528248374"
"OSCAR","34_2013_00001","2020","Disease resistant Grapevine","43.387554875413","3.3147460004306"
"OSCAR","13_2016_00001","2020","Disease resistant Grapevine","43.506137012925","4.7543923441331"
"OSCAR","33_2014_00002","2020","Disease resistant Grapevine","44.752234673468","-0.20410688881191"
"OSCAR","68_2014_00002","2020","Disease resistant Grapevine","48.071576640915","7.2783122372045"
"OSCAR","68_2014_00003","2020","Disease resistant Grapevine","48.071488438911","7.278174823286"
"OSCAR","11_2015_00001","2020","Disease resistant Grapevine","43.1552073711","3.1124787300623"
"OSCAR","32_2015_00001","2020","Disease resistant Grapevine","43.940072858921","0.44882055647134"
"OSCAR","32_2018_00002","2020","Disease resistant Grapevine","43.82068725104","0.1812050581342"
"OSCAR","32_2018_00003","2020","Disease resistant Grapevine","43.818731314623","0.19368660755424"
"OSCAR","47_2017_00001","2020","Disease resistant Grapevine","44.682209580553","0.20262763607888"
"OSCAR","34_2013_00002","2020","Disease resistant Grapevine","43.386791310748","3.316253105613"
"OSCAR","07_2018_00005","2020","Disease resistant Grapevine","44.418023064747","4.3630082198794"
"OSCAR","07_2018_00006","2020","Disease resistant Grapevine","44.508316247606","4.4106067830324"
"OSCAR","33_2018_00002","2020","Disease resistant Grapevine","44.534301162689","-0.16203922473485"
"OSCAR","13_2016_00002","2020","Disease resistant Grapevine","43.506066938998","4.7540090448849"
"OSCAR","11_2016_00001","2020","Disease resistant Grapevine","43.110906090776","2.1044127532178"
"OSCAR","33_2018_00003","2020","Disease resistant Grapevine","44.532896565608","-0.16321179267172"
"OSCAR","33_2018_00004","2020","Disease resistant Grapevine","45.116089356621","-0.44653118137732"
"OSCAR","33_2018_00006","2020","Disease resistant Grapevine","45.036462077589","-0.33728367596791"
"OSCAR","34_2013_00003","2020","Disease resistant Grapevine","43.386955189752","3.3157061742173"
"OSCAR","47_2018_00003","2020","Disease resistant Grapevine","44.681861586497","0.20244233408925"
"OSCAR","32_2015_00002","2020","Disease resistant Grapevine","43.939908691147","0.44873129907907"
"OSCAR","16_2018_00001","2021","Disease resistant Grapevine","45.611930528704","-0.15759711135263"
"OSCAR","16_2018_00002","2021","Disease resistant Grapevine","45.600716215811","-0.16991976317354"
"OSCAR","16_2019_00001","2021","Disease resistant Grapevine","45.690337774997","-0.3581141887131"
"OSCAR","11_2012_00001","2021","Disease resistant Grapevine","43.157189117391","3.1172782783681"
"OSCAR","30_2018_00001","2021","Disease resistant Grapevine","43.894139896819","4.4656922356686"
"OSCAR","34_2018_00001","2021","Disease resistant Grapevine","43.354688339435","2.7393068175145"
"OSCAR","34_2018_00005","2021","Disease resistant Grapevine","43.478161693967","3.2535292869188"
"OSCAR","11_2012_00002","2021","Disease resistant Grapevine","43.157169831551","3.1172729214725"
"OSCAR","30_2018_00002","2021","Disease resistant Grapevine","43.989053558047","4.1304869696821"
"OSCAR","30_2018_00003","2021","Disease resistant Grapevine","43.738597451684","4.2511173606994"
"OSCAR","30_2018_00004","2021","Disease resistant Grapevine","43.92076663889","4.5210071353062"
"OSCAR","34_2018_00006","2021","Disease resistant Grapevine","43.432336879477","3.2897535994612"
"OSCAR","34_2018_00007","2021","Disease resistant Grapevine","43.539461034629","3.7704082575417"
"OSCAR","34_2019_00004","2021","Disease resistant Grapevine","43.319671774243","3.0685707396016"
"OSCAR","11_2015_00003","2021","Disease resistant Grapevine","43.154411395602","3.1109761102078"
"OSCAR","30_2018_00007","2021","Disease resistant Grapevine","44.010313386667","4.1060202338658"
"OSCAR","30_2019_00003","2021","Disease resistant Grapevine","44.06337892639","4.0464051875884"
"OSCAR","34_2018_00003","2021","Disease resistant Grapevine","43.344201619849","2.7989978793921"
"OSCAR","30_2019_00004","2021","Disease resistant Grapevine","44.25924994101","4.2117688675526"
"OSCAR","30_2020_00001","2021","Disease resistant Grapevine","44.063874215697","4.0463625383991"
"OSCAR","34_2018_00008","2021","Disease resistant Grapevine","43.49486404658","3.2792506913669"
"OSCAR","11_2015_00004","2021","Disease resistant Grapevine","43.154942770792","3.1131853232528"
"OSCAR","34_2018_00002","2021","Disease resistant Grapevine","43.344493656362","2.7969808000896"
"OSCAR","34_2018_00004","2021","Disease resistant Grapevine","43.47952144167","3.2516907549419"
"OSCAR","16_2018_00003","2021","Disease resistant Grapevine","45.805669595335","-0.052583330169"
"OSCAR","16_2019_00002","2021","Disease resistant Grapevine","45.694162958589","-0.13861064898784"
"OSCAR","07_2019_00002","2021","Disease resistant Grapevine","44.579443159863","4.3893196636022"
"OSCAR","11_2015_00002","2021","Disease resistant Grapevine","43.156464542163","3.1157193984767"
"OSCAR","24_2018_00007","2021","Disease resistant Grapevine","44.829568321699","0.34659560833825"
"OSCAR","26_2016_00002","2021","Disease resistant Grapevine","44.605330529685","4.8376837778706"
"OSCAR","26_2018_00004","2021","Disease resistant Grapevine","44.233538758417","5.1781948711185"
